treated,age,age2,educ,black,hispanic,married,nodegree,re75,re78
0,23,529,12,1,0,1,0,20481.289,29391.982
0,55,3025,8,0,0,1,1,3820.5483,4255.8525
0,24,576,12,1,0,1,0,11816.129,11821.813
0,26,676,12,0,0,1,0,26767.113,27633.486
0,34,1156,10,1,0,0,1,12532.258,25121.352
0,44,1936,10,1,0,1,1,19190.469,25068.154
0,28,784,16,0,0,1,0,15396.774,17437.174
0,25,625,14,0,1,1,0,14322.581,20702.949
0,49,2401,10,0,0,1,1,23095.16,24086.943
0,23,529,12,1,0,1,0,2864.5161,8866.3594
0,23,529,14,0,0,0,0,18798.387,41376.344
1,28,784,9,1,0,0,1,0,10694.29
0,35,1225,7,0,0,1,1,12711.29,13447.312
0,45,2025,12,0,0,1,0,28263.822,29258.986
0,38,1444,10,1,0,1,1,0,0
0,35,1225,13,0,0,1,0,23990.322,22165.898
0,20,400,12,0,0,1,0,7161.2905,0
0,39,1521,9,1,0,1,1,9667.7422,11821.813
1,21,441,11,1,0,0,1,2217.7241,4082.3701
0,45,2025,12,0,0,1,0,35806.453,31032.258
1,19,361,9,0,1,0,1,3276.1499,14271.23
0,36,1296,12,0,0,1,0,33120.969,33987.711
0,53,2809,13,0,0,1,0,35806.453,35465.438
0,21,441,12,0,0,1,0,26138.711,38420.891
0,27,729,12,0,0,1,0,14322.581,20142.891
0,20,400,10,1,0,1,1,5370.9678,7388.6328
0,26,676,12,0,0,1,0,11100,22165.898
0,46,2116,10,0,0,1,1,7161.2905,10166.759
0,44,1936,6,0,1,1,1,3580.6453,0
0,28,784,12,0,0,1,0,29540.322,32509.984
0,52,2704,4,1,0,1,1,11637.097,22165.898
0,40,1600,17,0,1,1,0,41177.418,33987.711
0,27,729,16,0,0,1,0,14322.581,22165.898
0,24,576,16,1,0,0,0,15217.742,23643.625
0,52,2704,12,0,0,1,0,0,0
0,35,1225,12,0,0,1,0,9313.2578,11821.813
0,52,2704,12,0,0,1,0,0,0
1,20,400,10,1,0,0,1,5100.8389,13626.04
0,54,2916,4,1,0,0,1,10965.726,11821.813
0,23,529,16,0,0,0,0,25601.613,31623.35
1,20,400,10,1,0,0,1,2777.355,5615.189
1,41,1681,14,0,0,0,0,0,5149.501
0,39,1521,12,0,0,1,0,0,0
0,24,576,10,0,0,1,1,25064.516,29554.531
0,31,961,12,0,0,1,0,15038.71,35465.438
0,35,1225,12,0,0,1,0,21483.871,29554.531
1,32,1024,10,1,0,0,1,2321.5371,179.0217
0,50,2500,12,0,0,1,0,0,0
0,34,1156,12,0,0,1,0,11637.097,14186.175
0,33,1089,12,0,0,1,0,34016.129,32509.984
0,26,676,12,0,0,1,0,10741.935,0
0,22,484,11,1,0,0,1,7161.2905,7675.312
0,21,441,8,1,0,0,1,895.16132,2305.2534
0,43,1849,14,0,0,1,0,23274.193,28520.123
0,37,1369,13,0,0,1,0,0,0
0,34,1156,12,1,0,1,0,17903.227,25121.352
0,53,2809,10,0,0,1,1,21483.871,4433.1797
0,21,441,12,1,0,0,0,13339.694,11651.874
0,41,1681,12,0,0,1,0,23274.193,26599.078
1,21,441,11,0,1,0,1,1395.39,0
0,23,529,14,0,0,1,0,24169.355,31032.258
0,48,2304,8,0,0,1,1,35795.711,28076.805
0,38,1444,14,0,0,0,0,21483.871,7388.6328
0,27,729,12,1,0,1,0,19425,25860.215
0,22,484,12,1,0,1,0,0,0
0,48,2304,12,0,0,1,0,42967.742,36943.164
0,22,484,12,0,0,1,0,12532.258,20688.172
0,46,2116,12,0,0,0,0,12532.258,0
0,37,1369,12,1,0,1,0,25959.678,25860.215
0,45,2025,9,0,0,1,1,0,0
0,50,2500,16,0,0,1,0,34911.289,33987.711
0,39,1521,14,0,0,1,0,28645.16,31032.258
0,23,529,12,1,0,1,0,30435.484,27781.26
0,22,484,12,1,0,0,0,17133.387,11821.813
0,44,1936,13,0,0,1,0,35806.453,36943.164
0,34,1156,12,0,0,1,0,20409.678,21131.49
0,33,1089,8,0,0,1,1,12890.323,22165.898
0,29,841,17,0,0,0,0,28503.727,29315.141
1,23,529,10,1,0,0,1,15709.56,5665.0659
1,25,625,11,0,0,0,1,0,18783.35
0,29,841,15,0,0,1,0,27250.5,28815.668
0,22,484,12,0,0,1,0,21594.871,34320.199
0,36,1296,17,0,0,1,0,34911.289,32509.984
0,22,484,12,1,0,1,0,17903.227,13299.539
0,44,1936,12,0,0,1,0,0,0
0,43,1849,12,0,0,1,0,21739.887,29338.783
0,37,1369,17,0,0,1,0,0,66497.695
0,21,441,12,1,0,0,0,716.12903,22165.898
0,50,2500,12,0,0,1,0,39029.031,36943.164
0,42,1764,12,1,0,1,0,11185.935,0
0,28,784,11,0,0,1,1,5370.9678,21796.467
0,46,2116,12,0,0,1,0,0,0
1,42,1764,9,1,0,1,1,3058.531,1294.4091
0,24,576,12,0,0,1,0,23274.193,27485.715
0,27,729,15,0,0,1,0,34016.129,43001.844
0,43,1849,11,0,0,1,1,31330.645,26599.078
0,32,1024,8,0,0,1,1,21483.871,20688.172
0,48,2304,8,0,0,1,1,0,13299.539
0,18,324,9,0,0,1,1,16112.903,17584.945
0,49,2401,6,0,0,1,1,33120.969,26894.623
0,53,2809,8,0,0,1,1,14322.581,0
0,21,441,12,1,0,1,0,16112.903,11821.813
0,34,1156,12,1,0,1,0,15754.839,17732.719
0,44,1936,7,1,0,1,1,14566.065,14147.754
0,40,1600,17,0,0,1,0,0,0
0,29,841,12,0,0,1,0,9041.1289,26599.078
0,55,3025,10,0,0,1,1,28602.193,28815.668
1,19,361,8,1,0,0,1,2657.0569,9970.6807
0,29,841,10,1,0,0,1,2685.4839,0
0,27,729,14,0,0,1,0,29540.322,23200.307
0,37,1369,12,1,0,1,0,16112.903,32509.984
0,28,784,12,0,0,1,0,15217.742,19210.445
0,24,576,9,0,0,1,1,16112.903,36943.164
0,39,1521,12,0,0,1,0,20366.711,15049.167
0,37,1369,16,0,0,0,0,26854.84,29258.986
0,28,784,8,0,0,1,1,14322.581,12560.676
0,35,1225,15,0,0,1,0,39387.098,35465.438
0,34,1156,12,0,0,1,0,32583.871,31032.258
0,27,729,12,1,0,1,0,8951.6133,7536.4053
0,43,1849,7,1,0,1,1,6815.7583,295.54532
0,48,2304,16,0,0,1,0,18082.258,25121.352
0,48,2304,12,0,0,1,0,20230.645,0
0,41,1681,16,0,0,1,0,31330.645,0
0,38,1444,8,0,0,1,1,17903.227,30207.688
0,35,1225,12,1,0,1,0,21483.871,26599.078
1,17,289,8,1,0,0,1,0,8061.4849
1,31,961,12,0,0,0,0,2611.218,2484.5491
0,29,841,14,0,0,1,0,17187.098,19699.572
0,19,361,10,0,0,1,1,14322.581,23643.625
0,50,2500,16,0,0,0,0,35806.453,40637.48
0,20,400,12,1,0,1,0,17903.227,14777.266
0,49,2401,16,0,0,1,0,12890.323,17732.719
0,24,576,13,0,0,0,0,3127.6936,14777.266
0,27,729,12,1,0,1,0,0,11821.813
0,44,1936,17,0,0,1,0,44758.066,51720.43
0,23,529,11,0,1,1,1,8414.5156,26599.078
0,27,729,16,0,0,1,0,30793.549,51720.43
0,30,900,12,1,0,1,0,26854.84,25897.158
0,41,1681,17,0,0,1,0,43862.902,66497.695
0,24,576,12,1,0,1,0,15416.468,8335.8555
0,32,1024,8,0,0,1,1,67137.094,59109.063
0,28,784,15,1,0,1,0,9452.9033,31032.258
0,36,1296,12,0,0,1,0,30435.484,31032.258
0,25,625,7,1,0,1,1,10741.935,8866.3594
0,35,1225,17,0,0,1,0,28645.16,28076.805
0,22,484,16,0,0,0,0,22737.098,37682.027
0,22,484,9,0,0,1,1,0,16846.082
0,47,2209,11,1,0,1,1,10741.935,14260.061
0,26,676,10,1,0,1,1,0,7388.6328
1,23,529,12,0,1,0,0,1117.439,559.44318
1,18,324,9,1,0,0,1,3287.375,5010.3418
0,28,784,12,0,0,1,0,8366.1777,0
0,31,961,10,0,0,1,1,2467.0645,15220.584
0,21,441,12,0,0,0,0,17903.227,22165.898
1,20,400,11,1,0,0,1,696.21918,0
0,26,676,12,0,0,1,0,716.12903,22904.762
0,20,400,10,1,0,1,1,6831.8711,9457.4502
0,51,2601,12,0,0,1,0,0,0
0,28,784,12,0,0,1,0,10562.903,21722.58
0,23,529,12,1,0,0,0,0,4728.7251
0,41,1681,3,1,0,1,1,3222.5806,9497.3486
0,50,2500,12,0,0,1,0,27544.113,26876.891
0,23,529,11,1,0,1,1,13427.419,17732.719
1,24,576,10,1,0,0,1,0,0
0,47,2209,10,1,0,1,1,26854.84,0
0,27,729,16,0,0,1,0,24885.484,22165.898
0,49,2401,6,1,0,1,1,34016.129,32509.984
0,26,676,15,0,0,1,0,18798.387,23643.625
0,25,625,13,0,0,1,0,18261.289,0
0,31,961,12,0,1,1,0,6982.2583,17732.719
0,19,361,12,0,0,1,0,5550,11526.267
0,55,3025,12,0,0,1,0,26854.84,26599.078
0,48,2304,10,0,0,1,1,34911.289,38568.664
0,27,729,12,1,0,1,0,13427.419,14079.779
0,49,2401,17,0,0,1,0,48338.711,44331.797
0,55,3025,12,0,0,1,0,20588.711,22165.898
0,27,729,8,1,0,1,1,22916.129,31032.258
1,29,841,8,1,0,0,1,0,1923.938
1,48,2304,4,1,0,0,1,0,6551.5918
0,25,625,16,1,0,1,0,17008.064,21870.354
0,33,1089,12,0,0,1,0,0,0
0,48,2304,6,0,1,1,1,42967.742,36943.164
0,36,1296,14,0,0,1,0,42967.742,44331.797
0,22,484,12,0,0,0,0,15754.839,19949.309
0,25,625,11,1,0,0,1,6982.2583,13890.63
0,20,400,9,0,0,1,1,15933.871,20614.285
0,18,324,12,0,0,1,0,11100,20688.172
0,40,1600,5,1,0,1,1,5370.9678,22165.898
1,20,400,12,1,0,0,0,377.5686,1652.637
0,30,900,6,1,0,1,1,3401.6128,4433.1797
0,21,441,12,1,0,1,0,14322.581,16254.992
0,30,900,16,0,0,1,0,0,0
0,23,529,12,0,0,1,0,25959.678,58665.746
0,37,1369,12,0,0,1,0,0,0
0,49,2401,8,0,0,1,1,28645.16,2955.4531
0,30,900,12,1,0,1,0,35448.387,48247.773
0,35,1225,10,1,0,1,1,3795.4839,7802.3965
0,28,784,14,0,0,0,0,12174.194,1921.0446
0,26,676,16,0,0,1,0,22379.031,18471.582
0,44,1936,5,1,0,1,1,17903.227,19210.445
0,24,576,12,0,0,1,0,2864.5161,2216.5898
0,50,2500,7,1,0,1,1,17008.064,17732.719
0,26,676,14,0,0,1,0,7161.2905,14771.355
0,19,361,12,0,0,1,0,9309.6777,11963.674
0,20,400,12,0,0,0,0,19604.031,19653.764
0,43,1849,17,0,0,0,0,25959.678,36943.164
0,37,1369,12,0,0,1,0,16385.031,23269.76
0,26,676,12,1,0,1,0,17416.258,23643.625
0,55,3025,7,1,0,1,1,26854.84,31918.895
0,50,2500,13,0,0,1,0,29540.322,28076.805
0,35,1225,16,0,0,1,0,34016.129,40489.707
1,18,324,10,1,0,0,1,798.9079,9737.1543
0,46,2116,8,0,0,1,1,8951.6133,0
1,25,625,8,1,0,0,1,0,0
0,26,676,12,0,0,0,0,11637.097,10344.086
0,27,729,15,0,0,1,0,14859.677,23643.625
0,30,900,12,0,0,1,0,12532.258,2563.8557
0,42,1764,11,1,0,0,1,15217.742,11821.813
0,51,2601,10,1,0,1,1,21483.871,26894.623
0,31,961,14,0,0,1,0,20767.742,23939.172
1,35,1225,10,1,0,0,1,0,4666.2358
0,45,2025,12,0,0,1,0,38366.613,38420.891
0,22,484,12,0,0,0,0,23274.193,19210.445
0,51,2601,8,1,0,1,1,5800.645,0
0,28,784,12,0,0,1,0,16112.903,0
0,27,729,11,1,0,1,1,5370.9678,7388.6328
0,30,900,17,0,0,0,0,0,0
0,24,576,16,0,0,0,0,8951.6133,17732.719
0,36,1296,12,0,0,1,0,13964.516,13299.539
0,49,2401,12,0,0,1,0,71433.867,0
1,27,729,12,1,0,0,0,4310.4551,0
0,23,529,16,0,0,1,0,26854.84,11821.813
1,18,324,12,0,1,0,0,535.55328,1115.86
0,29,841,12,0,0,1,0,39924.195,27918.688
0,37,1369,12,1,0,1,0,12030.968,14777.266
0,26,676,12,0,0,1,0,71.6129,0
0,31,961,16,0,0,1,0,24706.451,28963.441
1,21,441,12,1,0,0,0,807.95111,4350.9072
0,33,1089,17,0,0,1,0,42967.742,40785.254
0,50,2500,10,1,0,1,1,0,0
0,46,2116,11,0,0,1,1,30077.42,39898.617
0,48,2304,9,0,0,1,1,32225.807,31032.258
0,28,784,14,0,0,1,0,20588.711,28446.236
0,33,1089,12,0,0,1,0,17008.064,25014.955
0,31,961,6,1,0,0,1,555,16059.932
0,48,2304,17,0,0,1,0,0,0
0,31,961,9,0,0,1,1,21483.871,0
0,29,841,16,1,0,1,0,32225.807,29554.531
1,21,441,12,0,0,0,0,7390.6338,3557.9341
0,19,361,6,1,0,0,1,0,0
1,23,529,8,0,1,0,1,0,3881.2839
0,42,1764,5,1,0,1,1,7161.2905,14777.266
1,27,729,10,1,0,0,1,3550.075,0
0,44,1936,13,0,0,1,0,21918.92,22165.898
0,23,529,16,0,0,1,0,16829.031,20688.172
0,27,729,12,0,0,1,0,29540.322,35465.438
0,18,324,12,0,0,1,0,23274.193,26599.078
0,46,2116,12,0,0,1,0,23274.193,29554.531
0,33,1089,10,0,0,1,1,12174.194,24825.807
0,29,841,12,0,0,1,0,12532.258,25860.215
0,40,1600,12,0,0,1,0,17545.16,17289.4
0,47,2209,12,0,1,1,0,25028.711,25564.67
0,42,1764,12,0,0,1,0,47232.289,70930.875
0,29,841,12,0,0,1,0,20588.711,42854.07
1,17,289,9,1,0,0,1,375.10471,3621.707
0,54,2916,3,0,0,1,1,19514.516,30549.041
0,34,1156,12,0,0,1,0,27912.92,11821.813
1,27,729,11,1,0,0,1,2666.2739,0
0,27,729,16,0,0,1,0,0,0
0,50,2500,14,0,0,1,0,29540.322,51720.43
1,24,576,9,1,0,0,1,2288.675,4849.5591
0,43,1849,12,1,0,1,0,10741.935,21858.531
0,28,784,12,0,0,1,0,28824.193,39898.617
0,48,2304,12,0,0,1,0,0,0
0,30,900,9,0,0,1,1,19441.113,26599.078
0,26,676,12,0,0,1,0,13606.452,11969.585
0,26,676,14,0,0,1,0,0,0
0,44,1936,7,1,0,1,1,10741.935,1078.7404
1,23,529,12,1,0,0,0,0,4843.1758
0,33,1089,12,0,0,1,0,26496.773,24973.578
0,28,784,8,0,0,1,1,10382.081,15146.697
0,52,2704,10,0,0,1,1,17187.098,39159.754
1,17,289,10,1,0,0,1,0,0
0,33,1089,8,1,0,1,1,8579.2256,9169.293
0,46,2116,12,1,0,1,0,30435.484,22165.898
0,41,1681,12,0,0,1,0,21483.871,25310.502
0,34,1156,12,1,0,1,0,23274.193,31032.258
0,20,400,15,0,0,1,0,8056.4517,18471.582
0,31,961,9,1,0,0,1,13427.419,11326.774
0,47,2209,12,0,0,1,0,27750,18914.9
1,27,729,12,1,0,0,0,357.94989,22163.25
0,35,1225,10,1,0,1,1,3795.4839,7802.3965
0,42,1764,17,0,0,1,0,64451.613,62064.516
0,30,900,7,1,0,1,1,15387.823,13151.767
0,29,841,12,1,0,1,0,12532.258,19210.445
0,34,1156,12,0,0,1,0,9166.4512,23475.164
0,37,1369,10,0,0,1,1,0,0
0,21,441,13,0,0,1,0,12743.516,11082.949
0,29,841,9,0,0,1,1,19693.549,25860.215
1,31,961,11,1,0,1,1,0,14509.93
0,25,625,17,0,0,1,0,35806.453,38420.891
0,25,625,13,0,0,1,0,16739.516,18966.621
0,41,1681,8,0,0,1,1,0,0
0,47,2209,4,0,0,1,1,8593.5488,24641.092
0,54,2916,12,0,0,1,0,26854.84,2049.6067
0,46,2116,7,0,0,1,1,14680.645,9605.2227
0,46,2116,10,0,0,1,1,7161.2905,10166.759
1,22,484,12,1,0,0,0,0,18678.08
0,50,2500,12,0,1,1,0,9846.7744,13299.539
0,20,400,8,1,0,0,1,1838.6613,1226.5131
0,51,2601,12,0,0,1,0,20588.711,24825.807
0,38,1444,12,1,0,1,0,25064.516,36943.164
0,42,1764,12,0,0,1,0,22379.031,28490.568
0,23,529,12,0,0,1,0,21215.322,24884.916
0,30,900,12,1,0,1,0,17366.129,19210.445
0,32,1024,17,0,0,1,0,46548.387,39898.617
0,28,784,16,1,0,1,0,19335.484,21279.264
0,22,484,12,0,0,1,0,19693.549,21870.354
0,41,1681,12,1,0,1,0,24885.484,21427.035
0,47,2209,12,0,0,1,0,10523.516,11283.92
0,43,1849,16,0,0,1,0,27929.031,26953.732
1,20,400,11,1,0,0,1,0,3972.54
0,33,1089,12,1,0,0,0,11100,9605.2227
0,52,2704,7,0,0,1,1,0,0
0,33,1089,14,0,0,1,0,14322.581,17732.719
0,23,529,12,0,0,1,0,0,17732.719
0,39,1521,12,0,0,1,0,28645.16,31032.258
0,37,1369,12,0,0,1,0,8951.6133,28076.805
0,30,900,16,0,0,1,0,42967.742,47287.25
0,38,1444,9,0,0,1,1,7877.4194,20688.172
0,28,784,15,1,0,0,0,0,12708.449
0,22,484,11,0,0,1,1,13964.516,15072.811
0,33,1089,15,0,0,1,0,34213.066,35465.438
0,42,1764,9,0,0,1,1,21841.936,26303.533
0,21,441,14,1,0,0,0,5370.9678,9900.7676
0,36,1296,17,0,1,1,0,33300,39603.07
0,44,1936,12,0,0,1,0,25959.678,26746.852
0,50,2500,11,0,0,1,1,46548.387,47287.25
0,45,2025,12,0,0,1,0,50487.098,46548.387
0,38,1444,14,0,0,1,0,29046.193,27929.031
0,37,1369,12,0,0,0,0,32225.807,32509.984
0,27,729,12,0,0,1,0,21120.436,23052.535
0,22,484,12,1,0,1,0,10741.935,11162.747
0,33,1089,16,0,0,1,0,41177.418,42854.07
0,38,1444,11,0,0,1,1,0,0
0,23,529,12,0,0,1,0,20683.598,16993.855
0,20,400,9,0,0,1,1,8951.6133,13299.539
0,23,529,12,1,0,1,0,11637.097,9752.9951
0,24,576,12,1,0,1,0,14322.581,33987.711
0,37,1369,8,0,0,1,1,26317.742,36943.164
0,26,676,17,0,0,1,0,34016.129,44331.797
0,19,361,12,0,0,1,0,9846.7744,20688.172
0,19,361,12,0,0,0,0,19335.484,16254.992
0,20,400,11,0,0,1,1,5370.9678,1182.1813
0,38,1444,12,0,0,1,0,23274.193,25121.352
0,43,1849,12,0,0,1,0,21483.871,22165.898
0,53,2809,8,0,0,1,1,0,0
0,31,961,16,0,0,1,0,17903.227,17732.719
0,44,1936,8,1,0,1,1,21483.871,19210.445
0,37,1369,12,1,0,1,0,22379.031,19210.445
0,23,529,13,0,0,1,0,13427.419,16254.992
0,33,1089,16,0,0,1,0,26854.84,24448.986
0,28,784,15,0,0,1,0,15217.742,9161.9053
0,47,2209,14,1,0,1,0,25565.807,23974.637
1,31,961,9,1,0,0,1,1698.6071,10363.27
0,43,1849,11,1,0,1,1,14322.581,17732.719
0,24,576,12,0,0,1,0,18798.387,23052.535
0,51,2601,12,0,0,1,0,19693.549,17732.719
0,26,676,12,1,0,1,0,18175.355,19949.309
0,53,2809,12,0,0,1,0,26854.84,0
1,22,484,10,1,0,0,1,653.95422,11134.98
0,30,900,13,0,0,1,0,75193.547,70930.875
0,22,484,11,0,0,0,1,3759.6775,0
0,20,400,12,1,0,0,0,12532.258,2955.4531
0,43,1849,12,0,0,1,0,25064.516,29554.531
0,27,729,15,1,0,0,0,24169.355,29554.531
0,39,1521,14,0,0,1,0,27750,47287.25
0,31,961,10,0,0,1,1,12532.258,16254.992
0,41,1681,10,1,0,1,1,14757.629,9752.9951
0,26,676,15,0,0,1,0,25064.516,28815.668
1,34,1156,11,0,1,0,1,4641.4668,2877.6819
0,44,1936,8,0,0,1,1,18798.387,28076.805
0,41,1681,12,0,0,1,0,30435.484,32509.984
0,30,900,12,0,0,1,0,32046.773,37682.027
0,44,1936,11,1,0,0,1,6266.1289,0
0,48,2304,12,0,0,1,0,31330.645,32509.984
0,47,2209,11,0,0,1,1,15409.306,17732.719
0,21,441,12,0,0,1,0,24169.355,28815.668
0,20,400,12,1,0,0,0,16372.5,29554.531
1,22,484,16,1,0,0,0,0,2164.022
0,31,961,13,0,0,1,0,25064.516,23643.625
0,32,1024,17,0,0,0,0,7161.2905,0
1,18,324,8,0,1,1,1,0,2787.96
0,30,900,12,0,0,1,0,26854.84,14777.266
0,50,2500,7,1,0,1,1,17903.227,16254.992
0,29,841,14,0,0,1,0,21483.871,23052.535
0,25,625,12,1,0,0,0,6266.1289,10344.086
0,34,1156,16,0,0,1,0,34016.129,35465.438
0,53,2809,14,1,0,1,0,8421.6777,8127.4961
0,21,441,9,1,0,0,1,16327.742,8866.3594
0,28,784,15,0,0,1,0,34016.129,35465.438
0,51,2601,12,0,0,1,0,19156.451,24382.488
0,47,2209,6,1,0,1,1,4296.7744,13481.3
0,21,441,13,0,0,0,0,16112.903,20688.172
1,25,625,13,1,0,0,0,3090.7319,0
0,19,361,8,0,0,1,1,12532.258,18539.559
0,24,576,12,1,0,1,0,16112.903,16254.992
0,33,1089,9,0,0,1,1,6266.1289,8866.3594
0,34,1156,10,0,0,1,1,12174.194,11821.813
0,31,961,17,0,0,1,0,0,0
0,28,784,6,0,0,1,1,6395.0322,10048.541
0,46,2116,16,0,0,1,0,37596.773,48764.977
0,51,2601,12,0,0,1,0,22379.031,19411.416
0,24,576,13,1,0,1,0,11637.097,18442.027
0,25,625,8,0,0,1,1,0,8866.3594
0,24,576,12,1,0,0,0,9309.6777,8275.2686
0,53,2809,4,1,0,1,1,984.67743,0
0,26,676,14,1,0,1,0,25959.678,36943.164
0,23,529,12,0,0,1,0,10562.903,9221.0137
0,46,2116,11,0,0,1,1,9846.7744,16993.855
0,43,1849,12,0,0,1,0,17903.227,26155.76
0,27,729,12,0,0,1,0,17187.098,19505.99
0,23,529,12,1,0,1,0,8271.29,10403.195
0,37,1369,15,0,1,1,0,179.03226,11821.813
0,48,2304,12,0,0,1,0,0,0
0,49,2401,7,1,0,0,1,11270.081,8969.8008
0,39,1521,14,0,0,1,0,57290.324,74625.195
0,26,676,12,1,0,1,0,17983.789,20688.172
0,26,676,12,0,0,1,0,0,13299.539
0,52,2704,8,0,0,1,1,0,0
0,39,1521,16,0,0,0,0,28645.16,33987.711
0,20,400,11,0,0,0,1,6194.5161,14777.266
0,41,1681,10,0,1,1,1,9134.2256,11821.813
0,18,324,12,0,0,0,0,14322.581,22165.898
0,40,1600,17,0,1,1,0,41177.418,33987.711
1,20,400,11,1,0,0,1,1484.994,6943.3418
0,43,1849,12,1,0,1,0,1879.8387,5910.9063
1,23,529,10,1,0,1,1,936.4386,11233.26
0,45,2025,4,0,0,1,1,13586.758,17686.908
0,46,2116,16,0,0,1,0,46011.289,42854.07
0,25,625,5,1,0,1,1,16650,28076.805
0,46,2116,10,1,0,1,1,16112.903,15522.04
0,24,576,12,1,0,0,0,26854.84,29554.531
0,22,484,12,1,0,0,0,4475.8066,0
1,27,729,9,1,0,0,1,0,0
0,50,2500,12,0,0,1,0,0,0
0,40,1600,5,1,0,1,1,12174.194,0
1,19,361,10,1,0,0,1,1374.587,13278.97
0,22,484,8,1,0,1,1,12030.968,857.08142
1,22,484,12,0,1,1,0,7055.7021,10092.83
1,23,529,9,1,0,0,1,1774.1801,11464.71
0,54,2916,15,0,0,1,0,35806.453,88663.594
0,42,1764,12,0,0,1,0,17008.064,19210.445
0,28,784,13,0,0,1,0,14322.581,14038.402
0,27,729,12,0,0,1,0,8235.4844,20688.172
0,37,1369,17,0,0,1,0,31330.645,33987.711
0,45,2025,7,1,0,1,1,0,11821.813
0,28,784,9,1,0,1,1,7161.2905,11821.813
0,23,529,11,1,0,1,1,10741.935,8866.3594
0,22,484,11,1,0,0,1,5191.9355,9605.2227
0,55,3025,7,0,0,0,1,8342.9033,0
0,46,2116,12,0,0,1,0,28645.16,28076.805
0,49,2401,11,0,0,1,1,19693.549,481.73886
0,33,1089,12,0,0,1,0,17903.227,15811.674
0,54,2916,12,0,0,1,0,0,0
0,28,784,13,0,0,1,0,23868.58,23495.854
0,55,3025,3,1,0,1,1,13463.226,10344.086
0,22,484,11,1,0,0,1,0,879.24731
0,44,1936,13,0,0,1,0,0,0
0,29,841,8,0,0,1,1,16112.903,11821.813
0,29,841,16,0,0,1,0,29540.322,0
0,25,625,12,0,1,1,0,24169.355,31032.258
0,41,1681,7,1,0,1,1,32225.807,11082.949
0,21,441,14,0,1,0,0,71.6129,3657.3733
0,42,1764,8,0,0,1,1,0,8866.3594
0,38,1444,17,0,0,1,0,48338.711,47287.25
0,21,441,12,1,0,0,0,14859.677,5578.418
0,26,676,17,1,0,0,0,25243.549,20392.627
0,23,529,12,0,0,1,0,8951.6133,12058.249
0,20,400,8,0,0,0,1,3584.2258,7240.8604
0,30,900,16,0,0,1,0,26854.84,38420.891
0,51,2601,12,0,0,1,0,44758.066,0
0,23,529,12,1,0,1,0,10491.29,7565.96
0,43,1849,12,0,0,1,0,0,295.54532
0,30,900,14,1,0,1,0,26892.436,20688.172
0,23,529,12,0,0,1,0,15754.839,24205.16
0,36,1296,16,0,0,0,0,30256.451,30736.713
0,46,2116,14,0,0,1,0,30256.451,35465.438
0,51,2601,4,1,0,1,1,0,0
0,49,2401,17,0,0,1,0,48338.711,44331.797
0,46,2116,12,0,0,1,0,27033.871,27781.26
0,53,2809,4,0,0,1,1,2660.4194,7388.6328
0,50,2500,9,1,0,1,1,16112.903,16254.992
0,37,1369,17,0,0,1,0,46548.387,49503.84
0,29,841,12,0,0,1,0,25959.678,35465.438
0,28,784,17,0,0,1,0,0,0
0,53,2809,13,0,0,1,0,3938.7097,4728.7251
0,27,729,15,0,0,1,0,20588.711,35465.438
0,25,625,11,1,0,0,1,11637.097,0
0,28,784,16,0,0,1,0,89516.133,70930.875
0,25,625,16,0,0,1,0,15217.742,19062.674
0,42,1764,8,1,0,0,1,10562.903,0
0,54,2916,11,0,0,1,1,15754.839,18102.15
0,29,841,16,0,0,1,0,28287.098,35465.438
0,31,961,11,1,0,0,1,4316.4678,7093.0874
0,33,1089,12,1,0,1,0,23274.193,36943.164
0,49,2401,8,0,0,1,1,22916.129,16254.992
0,42,1764,12,0,0,1,0,21483.871,12232.621
0,27,729,16,0,0,1,0,4833.8711,0
0,49,2401,8,0,1,0,1,1074.1935,0
0,24,576,17,0,0,1,0,5370.9678,22904.762
0,38,1444,12,0,0,1,0,31330.645,31771.121
0,42,1764,17,0,0,0,0,50129.031,48764.977
0,49,2401,11,0,0,1,1,11637.097,9457.4502
0,42,1764,13,0,0,1,0,0,0
0,38,1444,12,0,0,1,0,26496.773,30191.432
0,26,676,12,1,0,1,0,12532.258,11821.813
0,29,841,10,0,0,1,1,26854.84,13299.539
0,21,441,12,0,0,1,0,14995.742,17732.719
0,42,1764,16,0,0,0,0,17903.227,16254.992
0,46,2116,17,0,0,1,0,57290.324,36943.164
0,39,1521,5,1,0,1,1,13427.419,14629.493
0,33,1089,11,1,0,1,1,15844.355,14753.622
0,35,1225,12,0,0,0,0,15038.71,26599.078
0,42,1764,6,0,0,1,1,17903.227,23643.625
0,30,900,16,0,0,1,0,28645.16,29258.986
0,46,2116,8,0,0,1,1,8951.6133,0
0,28,784,17,0,0,1,0,31151.613,31032.258
0,24,576,12,0,0,1,0,22379.031,16254.992
1,19,361,10,1,0,0,1,0,3228.5029
0,30,900,17,0,0,1,0,12084.677,5172.043
0,32,1024,12,0,0,1,0,25064.516,26599.078
0,41,1681,12,0,0,1,0,21483.871,33987.711
0,28,784,16,0,0,1,0,16112.903,22165.898
0,47,2209,7,0,0,1,1,27929.031,28925.02
0,34,1156,17,0,0,1,0,32225.807,32672.535
0,23,529,13,0,0,1,0,14322.581,20688.172
0,26,676,12,1,0,1,0,8593.5488,10344.086
