age,black,re75,treated,re78
22,1,892.36591,0,2622.5703
52,0,3858.4517,0,2614.4429
20,1,701.0437,1,1983.6445
20,0,2445.1372,0,2867.9368
50,0,3077.709,0,3650.7471
24,0,1968.5598,0,2185.3271
22,0,1284.9586,0,2856.8596
26,1,2064.563,0,2572.7139
20,1,1194.3224,0,0
51,1,3651.8853,0,2248.8452
40,0,4024.8286,0,3238.1716
52,0,3719.6724,0,3504.5371
22,1,709.61206,1,613.35132
27,0,1544.0475,0,230.70836
34,0,3273.0422,0,3322.3706
33,0,1425.5679,0,1840.7996
50,0,4184.9795,0,2972.9807
21,0,1502.1763,0,1664.327
55,0,5526.1445,0,4641.0581
20,0,1288.6841,0,2139.6843
24,0,678.66937,1,2569.8877
35,1,2464.2976,0,2023.686
53,0,4580.9351,0,3798.5198
30,0,2438.6606,0,1436.3381
35,0,1940.6539,0,2811.175
47,0,3051.1162,0,3221.696
22,0,1927.7145,0,1824.3864
22,1,2348.7224,0,1641.9932
48,0,4038.604,0,2551.3413
19,0,1356.8925,0,2072.3948
29,0,1433.8423,0,416.18634
20,1,19.363235,0,984.31897
36,0,1371.6326,0,3103.0371
25,0,2586.4104,0,3217.7371
34,1,2766.8521,0,4215.4126
29,0,1424.5502,0,1634.7662
21,0,1963.1312,0,3390.8552
19,0,1806.7019,0,2583.8689
26,0,1495.8904,0,1378.8573
50,1,3169.3821,0,3011.9653
22,1,793.07965,1,778.54297
37,1,2389.2349,0,2430.584
36,0,2073.2622,0,1805.6989
19,1,1932.157,0,2746.5303
56,1,3047.835,0,1808.7766
23,0,1712.4465,0,2198.9509
51,1,3470.2388,0,3376.4939
28,0,1488.8688,0,1455.0347
48,0,3532.373,0,2917.0969
28,0,811.83508,1,1578.4058
33,1,2662.7046,0,1728.8401
36,1,2306.0803,0,629.39923
27,0,703.99463,0,1634.3638
26,0,3101.124,0,3896.3435
23,0,2507.844,0,1871.7834
53,0,5060.0796,0,4872.5332
49,0,4308.8799,0,3712.1709
31,0,3344.6301,0,4253.6782
36,0,3078.6133,0,3624.1614
48,1,4707.5977,0,4924.313
46,0,4946.1143,0,4075.2922
56,0,4663.7407,0,3871.3511
30,0,1974.0699,0,2212.7766
25,0,2507.8059,0,2821.2183
28,0,1019.6279,0,2564.7759
23,0,1123.7915,0,1932.135
46,0,3992.5513,0,3799.7981
30,0,3098.3872,0,1350.7977
28,1,2465.6377,0,2785.2068
51,0,4072.3833,0,4685.2983
44,1,4542.7783,0,4376.1753
28,0,2297.9717,0,1378.5009
29,1,2994.054,0,3458.5747
23,0,1422.7405,0,735.32599
22,1,1192.3562,0,1577.5306
48,0,3453.248,0,4960.9253
30,0,2516.0239,0,3930.8684
34,1,1667.2605,0,3015.8623
32,1,2708.1785,0,2276.2268
33,1,1140.4877,0,1869.1595
29,0,2765.2063,0,2061.4255
35,1,2535.6492,0,3580.2361
56,0,4395.7217,0,3367.8906
31,0,2528.229,0,1689.2742
31,0,2250.7688,0,1034.8276
41,0,1760.931,0,2427.3545
33,0,2687.2097,0,2144.3594
24,1,1710.9473,0,764.53326
21,0,581.7475,0,709.47723
43,0,3516.2468,0,3683.5659
54,1,4056.9116,0,4710.707
46,1,3726.4448,0,2892.6711
41,0,3180.9165,0,2944.7297
45,0,2656.4265,0,1803.8856
27,0,3258.7271,0,4332.2603
23,1,1869.7848,0,1848.5914
48,0,4676.5591,0,2507.3801
40,0,4061.4702,0,5700.1865
38,0,3808.1265,0,3394.8823
23,0,1647.0798,0,1131.4546
26,1,1110.8665,0,1130.6053
24,1,2872.5083,0,3837.0276
46,0,3280.7273,0,2057.0884
29,0,2084.9163,0,1568.8502
30,0,2409.5979,0,2330.9387
29,0,2522.6833,0,3608.6958
34,0,3061.9653,0,2670.874
24,0,1321.7222,0,1800.5577
23,0,945.96271,0,0
21,0,533.24298,0,2547.2644
29,0,1432.7174,0,1705.4185
41,0,2962.7849,0,3431.3257
51,0,4419.1069,0,4356.6616
54,1,4831.1401,0,4503.6621
26,0,2508.8083,0,3407.2295
38,1,3734.4778,0,2929.6069
26,0,1134.8938,0,2216.7158
47,1,4426.6816,0,3151.1926
29,1,2237.3218,0,3268.2637
30,0,3168.6848,0,2373.6912
27,0,1739.3535,0,1810.7278
51,0,4669.5303,0,4745.4761
39,0,2004.6293,0,2877.2729
25,0,854.23096,0,488.58423
29,1,1865.4713,0,1719.8425
22,1,1359.5576,0,415.56949
30,0,3162.9331,0,2697.2253
53,0,3736.562,0,3788.3735
52,0,5932.9658,0,5888.2754
51,1,3631.9167,0,3583.6235
27,0,1952.7242,0,2337.8027
47,1,2151.8516,0,2139.6538
32,0,2656.9778,0,3073.0398
25,0,1340.4344,0,1884.3398
48,1,3816.103,0,3570.1494
28,0,2689.439,0,3138.0332
24,1,1531.488,0,1167.3563
27,0,2941.7434,0,2497.0798
24,0,1210.4855,0,1924.4984
27,1,1402.4102,0,2739.2625
19,1,2340.9553,0,2675.8374
36,0,2839.854,0,3563.2295
27,0,3164.5747,0,2429.3923
25,0,1729.6107,0,3147.1338
46,0,4083.5239,0,4916.355
35,0,2657.7808,0,3354.3052
29,0,2536.728,0,2014.0358
37,0,1739.198,0,1215.8744
47,0,3060.3887,0,3128.3218
47,0,3081.436,0,3021.1604
26,0,3631.6882,0,3835.0457
26,1,723.9953,0,1941.724
27,0,1965.1016,0,2183.6936
23,0,0,1,2418.1514
18,1,1433.5669,0,1824.9689
43,0,3100.282,0,2628.2375
26,0,1064.1522,0,1989.014
27,0,2452.3281,0,2031.8002
47,0,3260.5947,0,3264.9878
35,0,3152.303,0,3358.9763
21,0,3532.6392,0,2279.8015
46,1,2940.7405,0,3546.5183
22,0,2938.9338,0,4234.3945
42,1,3356.188,0,3352.3923
29,1,1858.7537,0,2887.3574
21,0,1197.2592,0,1789.15
27,1,2574.3757,0,3530.3528
21,1,1700.8666,0,1431.4124
49,0,3400.3914,0,3414.3525
37,0,2795.5955,0,3305.8691
54,0,3768.1802,0,3299.1665
23,0,1179.691,0,2025.1671
24,0,1974.1351,0,3734.7896
33,0,4667.3721,0,4955.3945
28,0,2858.5959,0,2917.468
23,0,1300.1858,0,2404.5452
33,1,1924.1647,0,2225.1409
32,0,1906.251,0,1363.118
35,0,2925.9202,0,2182.2244
24,1,1249.8505,0,1617.4722
30,1,3494.2642,0,3829.2163
25,0,1199.6804,0,727.5246
39,1,1917.5247,0,1272.1155
21,0,2157.9912,0,2783.1094
51,1,3373.9204,0,2627.8618
22,1,2066.2451,0,2707.1099
23,0,1877.9268,0,2316.0623
34,0,1831.7429,0,2744.0417
25,0,1654.2439,0,3203.3071
36,0,4178.1118,0,4202.4902
25,0,2354.5454,0,3027.6941
31,0,2548.0491,0,1171.6494
52,0,4447.9204,0,4272.4497
27,0,1881.4373,0,1527.3723
26,0,2416.0308,0,2457.552
42,0,2258.5112,0,2719.4043
28,1,2159.0679,0,2472.6211
46,0,3770.1636,0,3131.4958
27,0,2162.9697,0,1092.7072
33,0,2808.2585,0,3430.7839
55,0,4087.7532,0,3631.4075
34,1,3287.75,0,3901.8022
34,0,3434.8853,0,2588.02
32,0,3032.8716,0,2587.8762
21,0,1366.8743,0,2825.3135
20,0,2438.9243,0,1075.9132
23,1,1665.9919,0,2026.0896
43,0,2536.8564,0,2418.229
41,0,4288.2261,0,3804.5964
23,0,2889.866,0,2375.8303
38,0,1986.4164,0,2297.5706
24,0,1554.858,0,1583.6652
20,0,1651.8733,0,1918.9094
20,0,1793.0251,0,1750.9657
27,0,1712.8906,0,471.57492
30,0,2064.9526,0,2589.97
49,0,4496.4688,0,1967.0282
24,0,1333.2703,0,0
52,0,3702.7778,0,4586.7144
36,0,1770.6742,0,2287.6462
24,0,1873.9346,0,1851.1238
45,0,3523.2495,0,2285.5391
55,0,6096.8369,0,5109.8403
39,0,2297.0503,0,1884.7666
34,1,1580.4454,0,361.05566
40,0,2431.8979,0,3136.3831
25,0,2982.1792,0,4422.627
23,0,1429.907,0,210.26099
38,0,3093.8677,0,2724.6519
43,0,2417.7747,0,2930.4988
29,0,1557.7957,0,1148.6337
26,0,2048.4937,0,1954.246
26,0,2179.2827,0,4088.2537
25,1,1187.1405,0,1458.9902
29,1,2229.1587,0,3670.8665
32,0,2770.8296,0,3173.6814
31,1,2777.8721,0,2023.5857
54,0,5213.0166,0,3999.376
30,0,2069.2825,0,1626.4869
24,1,1763.9541,0,816.91833
27,0,1439.5347,0,1710.3257
26,0,2198.376,0,3839.9878
20,1,1401.6438,0,1318.4513
19,0,1213.7145,0,1032.0045
52,0,4147.7319,0,2803.5015
51,1,4630.7192,0,4502.8379
49,0,2573.8743,0,2215.9216
30,1,1370.3933,0,1501.4464
22,0,1458.5817,0,1052.7617
47,0,3287.1772,0,3418.4438
48,1,2724.9114,0,3833.9309
21,1,303.87225,1,1499.6691
27,0,827.2041,0,669.48389
54,0,3945.4238,0,4747.8174
35,0,2432.8801,0,2889.0276
55,1,4034.4915,0,4536.0327
40,1,3146.0491,0,2808.4758
23,0,1277.3003,0,1525.8457
55,0,3805.6497,0,3360.0671
41,0,1600.323,0,1852.9905
52,0,3917.5676,0,2775.3403
29,1,1504.1213,0,2126.3445
27,0,2581.2339,0,2404.5991
37,1,2836.8574,0,3139.6946
29,0,3296.825,0,3558.6807
45,1,3309.6836,0,2830.147
32,0,2773.9712,0,2778.5413
36,0,3245.1448,0,2513.7024
52,0,4416.3555,0,4785.7324
24,0,2300.813,0,1924.7823
25,0,2339.7671,0,2239.6348
25,0,2000.5166,0,2407.2573
29,0,2264.0403,0,2882.7603
47,1,3290.5435,0,3585.2676
23,1,1199.5569,0,2124.5845
24,1,1334.345,0,2085.2053
22,1,1114.7229,0,524.22815
29,0,914.57288,1,2948.9463
27,1,702.52332,1,2545.6614
44,0,4114.5381,0,3131.0793
33,1,2688.0425,0,2257.0642
36,0,1341.1544,0,1446.4923
37,0,3485.696,0,2978.1697
34,0,1918.1744,0,2024.4785
31,0,1907.8865,0,1511.0731
30,0,1935.6998,0,3431.5859
36,0,1736.4375,0,3279.3223
24,1,1500.0593,0,1365.2889
24,0,2454.0171,0,3300.9597
40,0,2180.2029,0,2982.9067
44,0,3200.9346,0,3430.9695
24,1,1267.7045,0,1028.2625
31,0,1761.6536,0,816.98224
31,0,1875.4775,0,2856.2646
42,0,2558.1187,0,2900.6772
37,0,1684.3367,0,2422.9514
29,1,1281.1057,0,1822.0363
50,1,3859.9407,0,3839.8293
46,0,4155.4824,0,3621.238
26,0,2426.2122,0,2210.6213
37,0,2647.4846,0,3413.4307
22,0,1346.04,0,190.7901
24,1,1549.8732,0,984.36621
42,1,3090.3169,0,1942.7728
47,0,4325.5361,0,4007.1733
27,1,3574.6191,0,2459.478
19,1,1059.9847,0,1617.5219
25,0,967.95154,0,2515.7258
27,0,2131.0366,0,2512.4521
24,0,1401.4895,0,1921.5809
52,0,3512.4426,0,3680.6475
40,1,2984.4277,0,2725.3113
36,0,1603.285,0,1956.1976
30,0,3366.5398,0,3398.1572
48,0,3412.9695,0,3372.678
29,1,1953.7102,0,2642.8984
24,0,1647.3506,0,2697.6887
49,0,3760.0776,0,2169.1279
38,0,2469.4419,0,3044.092
34,0,2249.0701,0,1995.8446
24,0,2728.6758,0,2228.1741
47,1,4168.4087,0,4310.2417
21,0,2414.9985,0,3799.9541
51,1,3153.3928,0,3621.3708
43,0,2209.1072,0,2373.8254
32,0,2623.6147,0,1051.7183
31,0,3183.3499,0,2958.7158
23,0,2046.3932,0,1471.0763
26,0,1807.468,0,1274.8823
22,0,1504.1292,0,2078.6028
35,0,2784.9702,0,1116.0081
50,1,2297.1685,0,2031.2192
46,1,3313.8101,0,2827.5464
28,0,1660.0068,0,2425.6899
51,0,3737.8484,0,3931.627
53,0,3899.4746,0,4729.9395
32,0,1511.4907,0,3396.5884
34,1,2042.9651,0,1743.2749
24,1,1035.14,0,729.42261
26,0,1575.6656,0,2018.4343
21,1,2220.8843,0,2071.5144
20,0,756.67346,1,2228.4167
29,0,3458.7324,0,3174.4338
46,1,3010.4956,0,3786.1475
26,0,2021.5732,0,2677.0166
25,0,2127.5098,0,3523.999
21,0,1029.5886,0,2280.0994
45,1,2464.5786,0,2694.5242
44,1,2923.5491,0,3170.4814
21,0,1493.8124,0,1620.4352
29,0,1298.4061,0,551.51581
48,1,2717.0081,0,3075.5955
28,0,2500.219,0,2884.2959
48,1,3909.8618,0,3013.6399
34,1,2430.3584,0,1630.7574
50,1,4261.4067,0,3852.4226
25,0,2794.9106,0,3051.6157
47,1,2072.3484,0,793.85681
25,0,1537.6541,0,1136.1025
52,0,5093.1934,0,4533.0059
49,1,4261.9053,0,2639.3335
47,0,3716.7681,0,4387.9463
48,0,3665.0132,0,3213.9832
24,1,1426.4896,0,2087.6436
21,0,710.08124,0,1240.5878
36,0,2551.0796,0,3501.1838
29,0,1614.2205,0,1522.2843
32,1,2393.0229,0,786.60474
31,0,3173.9255,0,4252.377
36,0,3059.6843,0,2893.0435
27,0,2330.1133,0,1135.0944
32,0,2453.8198,0,2322.677
40,0,3741.0442,0,3042.1558
44,0,2987.7808,0,3303.7881
51,0,4699.6494,0,5037.2241
24,0,2218.3955,0,2855.5496
26,1,1525.679,0,1164.4388
28,0,2254.6362,0,3289.489
20,0,2267.4211,0,3006.428
48,1,2702.23,0,2780.8955
35,0,3563.127,0,3617.0725
27,0,1247.4597,0,296.76312
26,1,811.9668,0,68.326294
35,0,3264.303,0,3439.8547
45,0,3593.0112,0,3853.5012
22,0,2748.5906,0,3211.5645
45,1,3944.1016,0,2878.5291
26,0,1934.9661,0,3129.5645
50,0,3385.0891,0,2631.8423
21,0,1686.807,0,2103.5808
35,1,2053.5906,0,2496.7813
40,0,2287.4077,0,4019.356
19,0,1985.6775,0,2667.0813
39,0,1840.0508,0,3014.0237
30,0,928.69531,0,1045.8329
35,1,2875.4973,0,2504.3008
27,0,2353.3564,0,2757.8748
33,0,2742.8333,0,1425.2625
23,0,1618.012,0,1992.6614
43,0,3098.9709,0,3415.241
35,0,1157.4008,0,641.94983
41,1,1690.7266,0,721.04004
54,0,3584.0085,0,4021.1887
28,0,2664.519,0,1999.9779
26,1,1924.5449,0,1626.8909
21,1,1457.0145,0,2586.8638
40,0,2507.3169,0,2005.5673
24,0,1924.9863,0,2780.0811
49,0,4166.9688,0,3929.6672
48,0,3926.5659,0,3149.4482
29,1,1724.1404,0,1128.7516
34,0,1841.2908,0,2122.4731
41,1,2555.2573,0,2583.1311
44,0,3243.2715,0,4354.6138
20,1,2215.5071,0,1783.6624
42,0,2616.1865,0,1858.4877
44,0,2677.1008,0,3106.563
27,0,1689.0476,0,2621.2993
24,1,2933.1257,0,2702.6365
30,0,1919.4066,0,1141.2692
46,0,4190.082,0,3585.1113
27,1,258.3158,1,1965.015
50,0,4830.8184,0,3063.4265
46,0,4278.5425,0,3682.8674
25,0,2323.3208,0,3657.8413
44,0,3028.3992,0,3251.9084
23,0,2434.1616,0,3029.531
37,0,2472.7671,0,2720.5332
45,0,3240.9644,0,2392.6746
28,0,1714.8217,0,2831.6443
19,1,861.11102,1,1205.5364
48,0,3851.9629,0,2694.1746
22,0,1450.7764,0,609.53766
28,1,459.39883,0,2086.2297
19,0,1443.7419,0,1967.1266
28,1,1612.6439,0,2693.4604
49,0,4315.8232,0,3482.1584
48,0,3119.2974,0,3972.1487
22,1,2136.061,0,2404.0144
52,0,3190.2266,0,3808.2913
40,1,3008.6738,0,4000.8425
27,0,3213.8276,0,2041.7279
23,0,995.64392,0,802.20593
32,0,3670.2051,0,3995.7429
35,0,3553.2371,0,1810.4413
42,0,2085.7493,0,1217.0193
27,0,1919.3542,0,1352.4514
39,0,2126.1084,0,2202.042
27,0,2988.4143,0,2476.2358
29,0,2484.0305,0,1929.761
26,0,2391.8486,0,1628.6348
47,0,3558.6909,0,2056.3772
26,0,2996.2917,0,3334.4028
25,0,2669.0972,0,3305.3162
26,0,2603.7639,0,2317.1194
28,0,2958.1987,0,2142.3186
25,0,1580.0934,0,3433.7615
25,0,581.76141,1,3457.9463
27,0,2764.8062,0,2493.8562
27,0,1143.4968,0,1617.1512
24,1,2828.6072,0,3388.5913
37,0,860.6283,1,3211.52
38,0,3434.3567,0,2128.9233
38,0,2873.3608,0,4351.8384
37,1,1931.4427,0,2104.8069
35,0,3541.7642,0,3621.9463
37,0,3889.4993,0,3977.1155
37,0,2801.0588,0,3191.5776
36,0,3171.4546,0,1895.6576
37,0,2534.5264,0,2643.8826
35,0,1016.9052,0,1166.9596
33,0,3069.6501,0,4720.9795
35,0,1922.7646,0,2133.2056
34,0,3529.9402,0,2536.5366
34,0,2706.335,0,2715.8896
34,0,1668.4349,0,2184.918
35,0,2307.2507,0,1942.4806
34,0,2661.5874,0,3672.748
33,0,2618.8733,0,2886.7742
39,1,2157.1792,0,3692.3691
40,1,2951.5405,0,3356.219
41,1,3393.095,0,2369.1899
40,1,1894.5256,0,2478.1641
40,1,4300.0283,0,3368.5547
39,1,2508.7058,0,3588.4199
40,1,3426.0859,0,3674.0635
41,1,985.58508,1,2693.9268
42,1,2760.552,0,3324.0837
29,0,3623.1895,0,3844.6985
27,0,2509.3784,0,2776.4976
27,0,1721.2424,0,3097.8208
28,0,2706.8374,0,3695.7498
27,0,2128.0649,0,4227.6978
26,0,981.3537,0,2003.5399
28,0,2032.5742,0,1611.2744
26,0,1518.027,0,61.614849
26,0,4077.6255,0,4682.5967
26,0,1252.2649,0,3321.6624
28,0,2524.8345,0,2608.6602
28,0,2178.3552,0,3819.8374
29,0,3266.0339,0,4197.0664
30,0,1667.9733,0,2811.073
28,0,1946.9358,0,2415.9873
29,0,1362.2476,0,586.02209
29,1,3045.3374,0,1846.4779
27,0,1655.0234,0,2693.6526
55,0,3787.8086,0,1669.3389
53,0,3380.8647,0,4664.1055
56,0,4329.2378,0,3461.1409
55,0,3529.8157,0,4041.4209
55,0,5570.2227,0,4971.6704
54,0,4543.6221,0,4404.4917
56,0,5419.5166,0,5447.3833
55,0,4650.6631,0,3506.5063
52,0,3616.6145,0,2937.0076
25,0,1535.8989,0,2291.7415
25,0,97.59565,0,371.08853
24,0,2190.6846,0,2932.2747
24,0,1591.9958,0,2323.4258
24,0,1941.3805,0,1312.2427
22,0,2273.229,0,3186.2427
24,0,2052.5503,0,1985.2515
25,0,1534.1001,0,1109.8699
25,0,1383.7988,0,2192.2336
56,0,2887.6841,0,1216.2004
56,0,3848.7109,0,2950.5159
54,0,5137.4097,0,4497.8794
55,0,5638.1079,0,5010.3037
57,0,3599.1108,0,4012.1836
56,1,3324.7231,0,4222.1865
54,0,3006.0986,0,2674.6758
55,0,3369.4109,0,3898.2966
55,0,5083.4678,0,3457.0999
24,0,2627.7434,0,3008.4819
23,0,2083.4832,0,1889.2151
23,0,3388.0098,0,2897.8362
27,0,1094.1036,0,0
26,0,2316.8774,0,2117.6499
25,0,2079.7778,0,3560.3958
27,0,1942.1941,0,1162.2727
25,0,1740.5076,0,1346.132
25,0,1435.9652,0,2857.562
43,1,3677.4739,0,4031.2471
46,0,4369.0781,0,4001.2249
46,0,4718.3291,0,4923.4404
44,0,2775.7695,0,2485.1118
45,0,3918.0933,0,4739.3604
45,0,3312.7253,0,3623.7996
45,1,969.04541,0,2675.5627
45,0,3346.166,0,3022.5183
47,0,4043.6863,0,4490.145
29,0,1367.7992,0,2596.5891
32,0,2370.3464,0,3131.3794
30,0,2603.7166,0,2566.9741
32,0,1396.5208,0,785.09039
30,0,1756.7019,0,1598.1165
28,0,2899.3081,0,3742.1829
32,0,2381.7063,0,887.32056
30,0,2465.2402,0,2763.3777
31,0,1871.3313,0,1827.3726
29,0,1662.9135,0,281.32898
31,0,1356.3793,0,1012.8687
31,0,1136.3298,0,558.11829
29,0,1704.2875,0,2684.7307
28,0,2003.8503,0,1593.0109
30,0,2404.2954,0,1561.7708
30,1,1272.615,0,1806.1849
29,0,2356.3364,0,2022.9983
31,0,3014.9219,0,2771.5024
23,0,2237.8809,0,2572.0986
24,0,1707.8298,0,1328.2347
27,0,2647.0913,0,2927.8945
25,0,860.34015,1,1860.551
26,0,1863.6863,0,3207.4983
25,0,2891.9814,0,3132.7097
25,0,1988.375,0,880.01477
23,0,1216.1436,0,1809.9188
26,0,1652.4856,0,1462.6943
52,0,3332.1636,0,3426.3804
51,0,4249.7617,0,4034.0476
49,0,3884.5613,0,5291.1938
52,0,3596.6355,0,3709.6497
51,0,3723.6211,0,4148.3574
50,0,5094.9961,0,4206.6963
51,0,3798.5032,0,3194.2925
51,0,4364.7383,0,4263.4648
52,1,4604.7925,0,4363.4624
31,0,2691.9189,0,3027.4783
29,0,2039.3483,0,2728.4912
29,0,1188.8512,0,1240.2079
32,0,2049.6128,0,626.83112
30,0,1109.4617,0,2355.8127
32,0,2306.5413,0,2904.4753
30,0,1691.5612,0,2196.5107
33,0,1802.7848,0,2950.718
31,0,1564.3108,0,2500.8931
40,1,2148.4421,0,3284.1814
40,1,965.67023,0,194.21602
39,1,4089.9614,0,2842.0754
41,1,3742.5254,0,2389.5095
42,1,3682.1973,0,4756.832
42,1,2229.6172,0,2330.7715
39,1,2731.4595,0,3439.8706
42,1,3639.0071,0,2562.2434
43,0,3703.6948,0,4046.6614
45,0,3581.7612,0,3136.4634
41,0,3134.1902,0,3003.1287
42,0,3451.3098,0,4497.6377
42,0,2956.4341,0,3852.48
44,0,2408.4683,0,2335.167
42,0,1743.2913,0,1654.4272
44,0,3978.8359,0,4488.9922
41,0,3538.3008,0,4181.8975
43,1,2986.5581,0,2931.6733
42,0,2578.615,0,2455.5283
43,0,4230.1982,0,2386.3611
43,0,3729.8784,0,3806.1938
41,0,2608.802,0,2470.5166
42,1,2882.4167,0,2839.7803
45,1,2920.6252,0,1020.5681
41,0,2461.761,0,2846.0037
45,0,3000.6663,0,2969.3491
44,0,4306.0107,0,3775.4741
25,1,2844.4536,0,2900.8398
26,1,2241.6462,0,3457.929
25,1,1708.0844,0,1122.0938
27,1,1512.3676,0,2063.4314
27,1,1414.6909,0,1954.8369
27,1,468.25992,1,818.42719
26,1,726.59991,1,1855.6431
25,1,1352.7532,0,1755.5265
28,1,2045.5371,0,2754.9495
35,0,2424.8958,0,3103.0837
34,0,1932.4563,0,2553.1304
33,1,1892.1394,0,1904.3684
36,0,3946.1289,0,3034.8933
34,0,1973.0793,0,2848.8066
33,0,1789.5645,0,3693.1199
34,0,2316.6016,0,2179.7664
36,0,2304.7192,0,2691.4709
35,0,2727.1138,0,3276.0496
35,0,2766.2183,0,2771.946
33,0,2827.179,0,3436.949
35,0,2290.8726,0,3462.7371
32,0,2483.1868,0,3594.9717
35,0,2742.5049,0,2435.7393
33,0,1888.0469,0,2973.5576
32,0,1923.6296,0,1762.8368
34,1,3445.2837,0,4540.1045
35,0,2381.0605,0,2146.5737
31,0,3060.7715,0,2430.6443
34,0,2581.1003,0,1970.5979
32,1,3023.8999,0,4697.1191
32,0,2878.7122,0,3548.0403
32,0,2518.7456,0,2915.0767
32,0,1598.1925,0,1710.7949
31,0,3377.5513,0,3011.3518
33,0,2635.1921,0,1439.3381
30,0,1931.9283,0,2091.0159
35,1,2207.5503,0,2412.6543
34,1,1739.1296,0,1656.7213
31,0,2019.385,0,2611.2334
33,1,1789.8959,0,2095.2268
34,1,2335.3337,0,1097.6509
35,1,982.23645,0,1220.1902
35,1,2451.2488,0,1738.614
33,1,1975.3053,0,2461.8254
33,1,1903.3308,0,2178.0222
45,0,2280.1895,0,499.60043
48,0,5237.3774,0,4554.187
45,0,4001.4246,0,4341.5425
46,0,4545.4482,0,3790.8274
47,0,3858.4634,0,3158.2876
47,0,3752.0767,0,4543.0342
46,0,4178.0693,0,4122.0005
46,0,2866.2437,0,2782.6414
45,0,3819.6125,0,4152.2622
34,0,3927.345,0,4302.3921
32,0,2515.3604,0,3592.8733
35,0,3376.571,0,2530.1812
36,0,2576.7524,0,2685.2834
34,0,2132.0647,0,3077.4761
33,1,1297.5541,0,143.51903
33,0,3307.5872,0,2886.1411
36,1,2843.1685,0,2808.6143
34,0,2837.4019,0,3984.7122
31,0,2877.927,0,3317.2048
29,0,2695.5386,0,3574.0435
30,0,1603.1606,0,1809.9277
29,0,1407.2976,0,1724.8973
30,0,3039.3975,0,2137.4312
31,0,2525.2896,0,3352.4978
32,0,2663.6082,0,4177.5332
30,1,1170.364,0,1060.3438
30,0,2776.4683,0,4164.1685
30,1,1738.0463,0,1563.4438
29,0,1712.2434,0,1776.583
29,0,2526.6768,0,3152.5039
31,0,799.85706,1,1871.76
30,0,1761.4084,0,3207.0344
29,0,1349.4662,0,1322.1107
30,0,2447.4006,0,3417.5991
30,0,3055.3989,0,3604.3821
29,0,1914.7383,0,2680.5461
41,0,3675.4128,0,3406.8481
42,0,4080.6973,0,3441.2046
41,0,3667.6218,0,4455.2725
40,0,3448.9929,0,2937.729
42,0,3060.7722,0,2837.7136
41,0,3533.1184,0,2912.4436
44,0,5033.915,0,3660.3433
42,1,3564.7559,0,3118.1091
43,0,2947.2805,0,3019.4297
24,0,1899.3344,0,2781.8906
21,0,2589.7358,0,2011.8184
22,0,1871.1084,0,1484.6798
20,0,2265.9675,0,1722.3854
23,0,1705.1703,0,1478.4657
20,0,1644.9983,0,1822.6843
20,0,1183.7238,0,646.65845
21,0,1164.9193,0,3370.1619
22,0,1772.3408,0,0
31,0,3014.1584,0,3080.3713
33,0,2577.7085,0,3135.5381
30,0,3021.9443,0,2641.801
31,1,1651.7014,0,1711.4403
29,0,3211.4946,0,3278.3933
32,0,1473.3257,0,1087.454
31,0,2776.2432,0,3001.7056
31,0,3234.1265,0,3918.0383
32,0,3358.2925,0,2341.7507
41,0,4285.5537,0,3525.1816
42,1,2478.0913,0,1558.0853
40,0,3886.6355,0,1999.1119
40,0,2637.3918,0,2763.1445
39,0,3258.4292,0,4315.5098
41,0,3165.821,0,3876.9229
40,0,3391.1895,0,4441.4595
39,0,1583.0566,0,2534.0581
41,0,3458.4453,0,1976.6204
26,0,1754.9724,0,3395.5388
29,0,3109.1284,0,2366.1704
27,0,1517.4767,0,1480.4122
29,0,3257.209,0,2478.437
27,0,2369.6194,0,2541.0408
27,0,666.48712,1,1989.7104
27,0,1603.6893,0,1763.2874
27,0,2153.8345,0,3248.7605
29,0,1314.5953,0,670.44769
48,1,3955.8118,0,3656.8899
45,1,1821.4547,0,1964.512
44,0,3377.7017,0,5628.2051
47,1,2697.7524,0,1992.8464
47,1,3989.4863,0,4622.9941
44,1,4268.5415,0,4400.8403
44,1,3228.5281,0,3933.8792
47,1,4289.4219,0,3313.1313
47,1,3113.2944,0,4214.9502
42,0,1887.7074,0,2352.9641
40,0,2470.8325,0,1620.7874
41,0,4094.2625,0,4691.3818
40,0,4465.5522,0,4124.605
40,0,2270.8625,0,1091.5121
42,0,3606.8398,0,3116.603
40,0,2352.8152,0,1827.8337
42,0,2897.5037,0,4179.3779
43,1,3760.7729,0,3239.4561
35,0,2172.6514,0,2225.3386
34,1,1608.6876,0,3110.4299
32,0,3019.394,0,1861.7341
33,0,2233.793,0,2477.9541
36,0,2672.2666,0,2483.0171
35,0,3423.1204,0,3126.7092
34,1,2757.8284,0,2535.446
35,0,1891.7916,0,1970.7487
34,0,2612.085,0,3613.5005
36,0,2305.6294,0,2140.7817
36,0,3207.7302,0,3308.1111
38,1,2986.5393,0,4482.0562
36,0,1670.1031,0,2462.0432
35,1,3084.4363,0,3636.2373
37,0,1839.7219,0,1337.5114
37,0,3408.2625,0,3472.3848
38,1,1494.9828,0,1392.3627
37,0,2506.3223,0,1231.1864
41,0,3350.9438,0,4288.4058
40,0,3808.3367,0,2103.8062
39,0,3300.2964,0,2515.9565
40,0,2992.6807,0,2864.3938
38,0,1908.3873,0,1145.8939
